,Polygon,Overpass
61,"['177.2458935871354,-36.07076024135311', '175.6753314731647,-35.7468990872413', '174.5000880665994,-39.24897413753106', '173.2217062156058,-42.73881959511725', '172.4909239010924,-44.59001624199581', '174.2794812040957,-44.94347333296324', '176.0898049019872,-45.26876340877087', '176.7111205168377,-43.40438412480706', '177.8081202633542,-39.89337237695526', '178.8294104839042,-36.37403842795058', '177.2458935871354,-36.07076024135311']",2020-03-26
62,"['171.1692958184674,-52.30758523107474', '169.1129334136634,-51.91492662251669', '168.5444660140821,-52.96814153735952', '170.6483702095887,-53.36807996030279', '172.7908858033114,-53.73044810102611', '173.2613557870407,-52.66401509722812', '171.1692958184674,-52.30758523107474']",2020-03-26
63,"['-169.793482390342,70.01245637309617', '-173.2947851258069,70.57063444028015', '-177.0513061595623,67.24258195943297', '-179.9598631072611,63.85617875375457', '-182.3045040739292,60.43059455909044', '-184.2579332333943,56.977183604783', '-184.3059300776542,56.88443414223024', '-182.0349640532399,56.50792938324405', '-179.8116932162156,56.09097424796241', '-179.7534885200049,56.18227430020671', '-177.3791650789376,59.57406052133914', '-174.5229337231007,62.91994815965997', '-170.9917362752025,66.20160739281056', '-166.4860936415317,69.38945697127083', '-169.793482390342,70.01245637309617']",2020-03-26
64,"['176.0251218994997,52.86255542913458', '173.9419818951956,53.21625492665023', '173.3901540777335,51.93884184250508', '175.4163671256768,51.59177019798588', '177.4097731936223,51.21047694972898', '178.0722924080665,52.47313217203477', '176.0251218994997,52.86255542913458']",2020-03-26
65,"['163.7504997214674,12.89928408585003', '162.4536200638723,13.18032780215468', '161.6653510030859,9.622212631715824', '161.5956183920925,9.305845116536116', '162.8757206967242,9.025115788248547', '164.1537246544642,8.739983376403641', '164.2256402807652,9.056184593866616', '165.0443048171104,12.61189689279398', '163.7504997214674,12.89928408585003']",2020-03-26
66,"['162.2249667331984,6.103370020859849', '160.9533501974505,6.384222171833129', '160.7135022819356,5.290961777429994', '161.9828362041658,5.009987810983389', '163.2510234793159,4.726581121968621', '163.4951817699036,5.819551467452082', '162.2249667331984,6.103370020859849']",2020-03-26
67,"['160.0139637512761,-3.925797778684474', '158.7455010629744,-3.642322788769818', '157.9485763248236,-7.198452845990631', '157.1378107545388,-10.75215597080227', '156.6492163643169,-12.85533274477396', '157.9503941604599,-13.14436041675514', '159.2547411419468,-13.42685822820883', '159.721570316808,-11.32163611002957', '160.5041725524384,-7.765257336657887', '161.2833252599107,-4.207362283291428', '160.0139637512761,-3.925797778684474']",2020-03-26
68,"['155.8875995279344,-21.89369924567218', '154.520254517425,-21.59587501833685', '153.5982410588584,-25.13175626885799', '152.6307816816134,-28.66101476138596', '151.607859565852,-32.18258014115144', '150.5171601366306,-35.69521757560236', '149.3432754516753,-39.19745834565619', '148.0665797428109,-42.68749916608747', '147.5265534360601,-44.0673212284451', '149.2994960684924,-44.41858869874991', '151.0935082349794,-44.74219307893924', '151.5530985816959,-43.35271907621742', '152.648853427264,-39.84157611080001', '153.6691568518334,-36.32212798748834', '154.6294826380291,-32.7954281498323', '155.5419852398128,-29.26236678476926', '156.4164196749363,-25.72372883104258', '157.2607862344844,-22.18023333642665', '155.8875995279344,-21.89369924567218']",2020-03-26
69,"['167.2961159312819,71.42660768686821', '163.5881388980408,72.02205012019583', '159.3148409092365,68.72963026257823', '156.0740752615348,65.36610565423332', '153.5053960312569,61.95616906856452', '151.3947545711964,58.51404215070191', '149.6083389301822,55.04842353888616', '148.0586544259996,51.5649142073763', '146.6862305782963,48.06728883380944', '145.4492554244839,44.55820256586845', '144.7781609708267,42.50773547812976', '146.4834978554694,42.19508316909857', '148.1709320232625,41.85752246573711', '148.954423199407,43.89471568928842', '150.4121538822896,47.37674928567535', '152.0472667993432,50.84063568920975', '153.9112652906753,54.28176536832526', '156.0761942573382,57.69364675484349', '158.6455937273341,61.06681732066983', '161.7726877039983,64.38696368513195', '165.6912715908061,67.63153823914172', '170.7684057046236,70.76341703353918', '167.2961159312819,71.42660768686821']",2020-03-27
70,"['137.9616035494936,10.18702009258894', '136.6771434467911,10.46778489356486', '136.435971073792,9.374708538435963', '137.7163142154369,9.093978605253616', '138.9945422432764,8.808811506974509', '139.2436798625652,9.901275237063285', '137.9616035494936,10.18702009258894']",2020-03-27
71,"['135.7188364208366,0.06822483975836746', '134.4538757373335,0.3502509976685519', '133.6672995404439,-3.207748299074868', '132.871761462819,-6.764125547876262', '132.0629310232386,-10.31816466882921', '131.2361336067152,-13.86912842874189', '130.3861948551642,-17.41625054598202', '129.5072467621566,-20.95872629533322', '128.5924909408689,-24.49569577983835', '127.633894988227,-28.0262216937599', '126.621789501966,-31.54925764684495', '126.2129732119487,-32.91146696189718', '127.7308923589622,-33.22848335543905', '129.2598813818635,-33.52700181270187', '129.6221468075125,-32.15986143552408', '130.5271367383242,-28.62574060088084', '131.3956122502416,-25.08617653666107', '132.2353111843435,-21.54187959220322', '133.0527491534748,-17.99352500651636', '133.8535460905798,-14.44177014257987', '134.6426729623087,-10.88726625668673', '135.4246347320087,-7.33066665899683', '136.2036500843788,-3.772632040796138', '136.9837815805959,-0.2138344115890542', '135.7188364208366,0.06822483975836746']",2020-03-27
72,"['155.0368305848834,76.59930611547772', '150.4706561998816,77.40876710727127', '142.5750892592535,74.37473223175999', '137.1562384343402,71.16212677954954', '133.2028114608999,67.84763298638136', '130.1667663714962,64.47001817157296', '127.7356334572014,61.05049226705479', '125.7212134873584,57.60147904148409', '124.0043754288441,54.13068681568564', '122.5063788675816,50.64314121415855', '121.173202271591,47.14226810449877', '119.9665618724159,43.63050347198329', '118.8585403555039,40.10965347047279', '117.8282345707527,36.58111654888553', '116.8596597787029,33.04602098439681', '115.9402865024448,29.50531940038449', '115.060082752666,25.95984911192372', '114.2108433967109,22.41037310590378', '113.3857068013696,18.85760815494979', '112.5787995336586,15.30224403067991', '111.7849677824286,11.74495660089616', '110.9995677436037,8.186416717841933', '110.2182956849459,4.627296265348471', '109.437043389011,1.068272459459553', '108.651767946429,-2.489968432483589', '107.8583766467997,-6.046729659765548', '107.3764496446492,-8.18078810588108', '108.6566200555643,-8.466589073750539', '109.9387657007909,-8.748237535759083', '110.4070935890444,-6.612865457484282', '111.1860071774851,-3.054622372015421', '111.9668505341619,0.5042465029524108', '112.7536667433254,4.063051429390884', '113.5506099437695,7.621084431394363', '114.3620833510389,11.17761543503548', '115.1928777504175,14.73188669587052', '116.0483370843158,18.28310473954787', '116.9345604622014,21.83042860809889', '117.8586568285986,25.37295285183152', '118.8290753263903,28.90968311148051', '119.8560444830897,32.43950120300132', '120.9521691600974,35.96111514406678', '122.1332568664792,39.47298736199435', '123.4194873577501,42.97323050220251', '124.8371419290855,46.45945044599064', '126.4211015502257,49.92851424895435', '128.2186953387439,53.37618781954252', '130.2956941350898,56.79655978142048', '132.7459291254615,60.18109295385223', '135.7071610218814,63.51700326747699', '139.3878989548193,66.7843741962332', '144.1132326863524,69.95080329140076', '150.4009953396947,72.96111915387073', '159.0694239227066,75.71749775657789', '155.0368305848834,76.59930611547772']",2020-03-27
73,"['136.2541745628646,78.0813311925692', '131.5298745465299,78.99179214994207', '126.0700522639282,77.63618696245118', '130.6671169706594,76.81371103974614', '134.7107422125598,75.91928675903182', '140.293586722682,77.10370839600424', '136.2541745628646,78.0813311925692']",2020-03-27
74,"['124.5076115387306,74.91079310897656', '120.2201099263084,75.63221718520738', '113.9575969933726,72.47939602163469', '109.4956273270757,69.20003299803994', '106.1353763790789,65.84472686917087', '103.4871401310151,62.44031712747935', '101.3212569892185,59.00211941256258', '99.49513886566849,55.53942780281659', '97.91610617668235,52.05818587664103', '96.52148719590477,48.56237444168235', '95.26742482638394,45.05477648056214', '94.12229313985243,41.53742061759568', '93.06266811609369,38.01184942019282', '92.0707730535583,34.47928763058954', '91.13279174433804,30.94075162621299', '90.23779157618,27.39711855223825', '89.37689557149932,23.84917745123958', '88.65756704569165,20.79245628539329', '90.00733889659364,20.50898435014775', '91.35182400065891,20.21516397925245', '92.12920509981714,23.26661217802881', '93.07096670689768,26.80691434561956', '94.06295191264525,30.34098670028731', '95.11626860205539,33.86764771993221', '96.24469377736052,37.38551672773177', '97.46565331748569,40.89292870629868', '98.80155846197486,44.38781299858387', '100.2818055657344,47.8675103832591', '101.9457597966687,51.32849486189832', '103.8473391041198,54.76593842280747', '106.0622496324136,58.17300890268778', '108.6997297667695,61.53969692872162', '111.9221306971393,64.85077839349027', '115.9782385004227,68.08212564031082', '121.2599794902906,71.19375893514857', '128.3931524852262,74.11638333633074', '124.5076115387306,74.91079310897656']",2020-03-27
75,"['72.06594878662985,-48.75988336462378', '70.15095037417389,-48.38830293988818', '69.1469377522541,-50.48482007655513', '71.14284303138615,-50.86835959695145', '73.17094585006947,-51.21741001726437', '74.00879928864744,-49.09936918152388', '72.06594878662985,-48.75988336462378']",2020-03-27
76,"['111.9640259737947,78.2516057796464', '107.2341777766616,79.17555871896524', '96.86148311076886,76.33103887875117', '90.03021955757146,73.21909970215795', '85.23151869675444,69.9631154034671', '81.66024957206516,66.62231667613493', '78.87274619179487,63.22755096966942', '76.61082735401436,59.79614734866397', '74.71609209440497,56.33847649048481', '73.08658168931838,52.86109779071875', '71.6539365128954,49.36836009421', '70.37067534027176,45.86327433307049', '69.20278362092438,42.34801427791447', '68.12521674764719,38.82421672712501', '67.11907113274293,35.29316829870474', '66.16974606749464,31.75592529641829', '65.26571401706315,28.21339254833095', '64.3976734082936,24.6663763469771', '64.22412566603718,23.9416524163141', '65.60442907606291,23.65633784182899', '66.9783547119887,23.35890966338395', '67.1672636485841,24.08220592122836', '68.11971479688801,27.62117034813739', '69.1247455297745,31.15364747976413', '70.19401339082292,34.6784157306931', '71.34204497210675,38.1940371450673', '72.5872688340969,41.69876615541924', '73.95349910059936,45.19041550868263', '75.47211699541856,48.66615550128252', '77.18535698219074,52.12220634048143', '79.15138623605242,55.55335364173202', '81.45237359137877,58.95216078118842', '84.20766690398426,62.30764209045621', '87.59587105479966,65.60293914211748', '91.89263274143652,68.81105568570419', '97.53436551230087,71.88678691035787', '105.2168066989579,74.75103558259642', '115.989903722713,77.26154892091566', '111.9640259737947,78.2516057796464']",2020-03-27
77,"['55.52998318046723,-20.48839576893421', '54.17583866173386,-20.19226809809696', '53.90140532151117,-21.27970367157972', '55.26568470481632,-21.57713505195386', '56.63569467828785,-21.86345804456793', '56.88948615177965,-20.77403385320229', '55.52998318046723,-20.48839576893421']",2020-03-27
78,"['103.4229156832845,80.41072384767917', '99.38969978941645,81.55597093068393', '82.57782272205679,79.28004282244955', '72.01812343055315,76.45036238711246', '65.08106644751526,73.34608643061728', '60.22017279439827,70.09443476177937', '56.61020897826111,66.75629820040703', '53.79732809824085,63.36328724396552', '51.51804361838418,59.93310660768561', '49.61096157694696,56.47633372057225', '47.97240206395959,52.99964268799499', '46.53296043652625,49.50745009081388', '45.24449295297366,46.00280860740796', '44.07254475641935,42.4879188550773', '42.99176791465268,38.96443526744548', '41.98307436981941,35.43365439992849', '41.03171865055408,31.89664007604759', '40.12606895167923,28.35430206818362', '39.25674977863841,24.80744975815784', '38.41603814723354,21.2568285299373', '37.59742747718155,17.70314461385559', '36.79530420377728,14.14708205935308', '36.00470090502689,10.58931428750607', '35.22110138000117,7.030511925929223', '34.44027797974508,3.471348492863291', '33.6581603147601,-0.08749639449966822', '32.87070525532888,-3.645333894422014', '32.07377064197922,-7.201462197042851', '31.26299139576964,-10.75516295053418', '30.43364020896639,-14.30569588806052', '29.58046632528785,-17.85229105365506', '28.69750060625447,-21.39413750485451', '27.77781123463423,-24.93036701629814', '26.81318842709745,-28.46003075667644', '25.79372718719241,-31.98206605039005', '24.94045689174891,-34.76220270322676', '26.49193322359627,-35.0835697436853', '28.0556727510674,-35.38509368807605', '28.8085383330681,-32.59419405287007', '29.71864040994582,-29.06079479192248', '30.59116995298649,-25.5218612007745', '31.43404279767368,-21.97810955177891', '32.25390566565954,-18.43021838875481', '33.0564723531505,-14.87884659689338', '33.84677926287681,-11.32464575598085', '34.62938612978012,-7.768268547404871', '35.40853999209214,-4.210374496030974', '36.18831561347838,-0.6516340300461144', '36.97274257228941,2.907268330994682', '37.76592812034203,6.465630930491177', '38.57217950379048,10.02273136746751', '39.39614363733973,13.57782162298898', '40.24296469135876,17.1301209132878', '41.11847152290535,20.67880528128033', '42.02941308893215,24.22299249699348', '42.98376117050568,27.76172033109151', '43.9911097597023,31.29391546382119', '45.06321410963619,34.81834902397447', '46.2147339876014,38.3335727263354', '47.46428027328163,41.83782627141032', '48.83590849700897,45.32890225691439', '50.36136423397297,48.80393983249596', '52.08340632072942,52.25911276242832', '54.06097628537747,55.6891360859913', '56.37742514991576,59.08646228476538', '59.15396161950585,62.43992506793599', '62.57222033708007,65.73235757960865', '66.91278459347316,68.93623161959258', '72.6202703517085,72.0053622876511', '80.40310175708892,74.85881097533924', '91.32524428620488,77.35097051705134', '106.5900399107737,79.22916542900195', '103.4229156832845,80.41072384767917']",2020-03-27
79,"['93.44313405577168,81.27661213562759', '91.30093043624751,82.54915219311808', '68.54363455515217,80.98294828662819', '53.85300686714514,78.5045068516351', '45.11424714520135,75.80035139484555', '49.42960722272689,75.07151004567234', '53.33224566449245,74.26959873637441', '62.60406027452155,76.68184711674566', '76.5211740158305,78.77049749994885', '95.04149261669188,79.995512091461', '93.44313405577168,81.27661213562759']",2020-03-27
80,"['40.0160969458856,70.5741241668986', '36.4349872534173,71.14637183632971', '32.48702894680739,67.83150156426642', '29.45450837965647,64.45364418201608', '27.02575738677361,61.03395189010199', '25.01301171182101,57.5848183730154', '23.29738907475582,54.1139352514293', '21.80029830873917,50.62631838788019', '20.4678112752522,47.12538770425698', '19.26170481153389,43.61357544802256', '18.15410217874725,40.0926853684486', '17.12414016464697,36.56411363308975', '16.15582831946377,33.02898902005514', '15.23666460510603,29.48826262734267', '14.3566272260414,25.94277133413761', '13.5075185273503,22.39327785276628', '12.68248238239114,18.84049879120711', '11.87564939494917,15.28512383116857', '11.08186866207406,11.72782880101257', '10.29649839076759,8.169284547395284', '9.515236115943747,4.610162971448682', '8.733974578488553,1.051141265804158', '7.948671420783798,-2.507094491328223', '7.761673938874197,-3.349493327159657', '9.029665188823294,-3.632843500053304', '10.29848753918424,-3.91442637005159', '10.48295426531682,-3.071753336644714', '11.26378062188805,0.4871141803002549', '12.05055806888978,4.045921090435694', '12.84744186370899,7.603959534888668', '13.65883401180946,11.16049955939734', '14.48952306144301,14.71478356805158', '15.3448498461268,18.26601828051208', '16.23090928571372,21.81336299946401', '17.15480475230827,25.3559126323917', '18.12497800009514,28.89267331586804', '19.15164772725602,32.42252756030856', '20.24740561400105,35.94418436310138', '21.42803348056947,39.45610809586484', '22.71370087033125,42.95641248624282', '24.13064789785025,46.44270672005444', '25.71370624107304,49.91186213946823', '27.51013295889061,53.35965110199643', '29.58559084223776,56.78017217484373', '32.03374451884504,60.16490396942219', '34.99209043836464,63.50108838613636', '38.66870694598343,66.76885333025065', '43.38796916725243,69.93587564353474', '40.0160969458856,70.5741241668986']",2020-03-27
